title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
TfL Live Traffic Disruptions,248xn,"The London Streets Traffic Control Centre records and monitors accidents, incidents, road works and public events, which are likely to the impact the normal...","The London Streets Traffic Control Centre records and monitors accidents, incidents, road works and public events, which are likely to the impact the normal flow of traffic on London's busiest roads. The Live Traffic Disruptions XML feed contains information about the location, nature, impact and timing of a range of disruptions being monitored by TfL's 24/7 traffic control centre. The feed comes direct from the control centre's information database and is updated every five minutes. The feed contains a date and time stamp which should be used to check that the information is up-to-date and be displayed when publishing the information. Some ideas... Each disruption event contains location coordinates, so any website offering travel information for customers could display the data, filtered",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/248xn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"travel, feeds, disruption, transport, traffic",snowflake,Medium,Topics: transport. Last updated: 2014-04-15.
TfL Live Roadside Message Signs,2983o,"TfL has a network of over 130 roadside message signs, which provide drivers with information about local traffic disruptions. The signs are set by TfL's...","TfL has a network of over 130 roadside message signs, which provide drivers with information about local traffic disruptions. The signs are set by TfL's London Streets Traffic Control Centre. The Live Roadside Message Signs XML feed comes direct from TfL's traffic control centre system and contains the location and live message on every sign currently displaying information in London. The feed contains a date and time stamp which should be used to check that the information is up-to-date and be displayed when publishing the information. Some ideas... The information could be combined with TfL's Traffic Camera and Live Traffic Disruptions data feeds to provide a complete picture of traffic along a route or in an area",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2983o,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"messages, travel, transport, feeds, traffic",snowflake,Medium,Topics: transport. Last updated: 2014-04-15.
TfL Timetable Listings,2ry6o,"Multimodal working timetable data from the TfL Journey Planner, including Tube, Bus and DLR. Please note that this data is updated weekly (every Thursday...","Multimodal working timetable data from the TfL Journey Planner, including Tube, Bus and DLR. Please note that this data is updated weekly (every Thursday morning) by Transport for London. You should check the TfL Developer portal for details of the latest data updates.",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2ry6o,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Weekly,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"riverboat, tube, timetable, bus, transport, dlr, travel",snowflake,Medium,Topics: transport. Last updated: 2014-04-15.
TfL Live Traffic Cameras,2kmnd,"The live traffic camera feed provides images from 177 cameras at key sites across the Capital, showing what's happening on London's streets. All images are...","The live traffic camera feed provides images from 177 cameras at key sites across the Capital, showing what's happening on London's streets. All images are TfL branded, have a location description, and date and time-stamp. They are refreshed at least every three minutes. Individual feeds may be interrupted if there is a system fault or if a camera is being serviced. Images are not captured when a camera is in use for managing traffic, when a camera is being maintained or in the event of a camera or system fault. Some ideas for re-use include: Freight or delivery services could use the live feed to follow traffic traffic conditions and plan routes accordingly Radio stations could add a live camera feed to a traffic news page Organisations with staff intranets could add the traffic camera fe",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2kmnd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"cameras, travel, traffic, transport",snowflake,Medium,Topics: transport. Last updated: 2014-04-15.
"Tube Departure Boards, Line Status and Station status",exp8x,Train prediction and London Underground station and line status. This data feed provide four services: Train prediction information for an entire line or...,"Train prediction and London Underground station and line status. This data feed provide four services: Train prediction information for an entire line or for a nominated station on a line for a given time range. Detailed train prediction information for a nominated station for a given time range The status of all stations on the network indicating station closures, faulty lifts etc. This service will return the status of all lines on the network indicating any delays, disruptions or suspensions on the lines. Please note that this replaces the API Beta page that was previously available on the Datastore. Find out more about the feeds available from Transport for London here",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/exp8x,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"travel, trains, undergound, tube, transport",snowflake,Medium,Topics: transport. Last updated: 2014-04-15.
Journey Planner API Beta,vd6nn,"TfL's Journey Planner allows customers to plan public transport, walking and cycling journeys in and around London. The API allows developers to incorporate...","TfL's Journey Planner allows customers to plan public transport, walking and cycling journeys in and around London. The API allows developers to incorporate Journey Planner requests and solutions within their applications. It allows a high level of control over all the main options within the Journey Planner. Note that this service is currently in Beta.",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/vd6nn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"transport, api, travel",snowflake,Medium,Topics: transport. Last updated: 2014-04-15.
Oyster Ticket Stop Locations,vqnpl,"Our Oyster Ticket Stop locations feed is a geo-coded KML feed of the 3,800 plus outlets across London where customers can top up Oyster cards and renew...","Our Oyster Ticket Stop locations feed is a geo-coded KML feed of the 3,800 plus outlets across London where customers can top up Oyster cards and renew Travelcard or Bus & Tram Passes. Each location is marked with the Oyster Ticket Stop logo. Click here to visit the Transport for London pages about how to access and use feeds",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/vqnpl,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,UNKNOWN,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"oyster, transport, travel",snowflake,Medium,Topics: transport. Last updated: 2014-03-25.
TFL Pier Locations,ep09z,The pier location feed is a geo-coded KML feed of all TFL pier locations.,The pier location feed is a geo-coded KML feed of all TFL pier locations.,Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/ep09z,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"geo, pier, locations, transport",snowflake,Medium,Topics: transport. Last updated: 2014-03-25.
Coach Parking Locations,2yj75,London has a number of coach parking sites to enable operators to safely park vehicles in areas that will not impede other road users. The data includes...,"London has a number of coach parking sites to enable operators to safely park vehicles in areas that will not impede other road users. The data includes locations, hours of operation and charging information. This information will benefit Coach Operators and can be used to provide coach parking information across a variety of digital applications e.g. in industry specific satellite navigation systems. Find out more about the feeds available from Transport for London here",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2yj75,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"transport, parking, coach, travel",snowflake,Medium,Topics: transport. Last updated: 2014-03-25.
TfL Station Facilities,2w9d4,"Station facilities and access information for each London Underground, DLR and London Overground station. All stations are marked with the famous TfL...","Station facilities and access information for each London Underground, DLR and London Overground station. All stations are marked with the famous TfL roundel. Find out more about the feeds available from Transport for London here",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2w9d4,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Daily,UNKNOWN,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"accessibility, travel, transport, tube",snowflake,Medium,Topics: transport. Last updated: 2014-03-25.
TfL Station Locations,2zmpy,"The station location feed is a geo-coded KML feed of most of London Underground, DLR and London Overground stations. Station facilities and access...","The station location feed is a geo-coded KML feed of most of London Underground, DLR and London Overground stations. Station facilities and access information is also provided. All stations are marked with the TfL roundel. Find out more about the feeds available from Transport for London here",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2zmpy,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,UNKNOWN,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"stations, travel, tube, transport",snowflake,Medium,Topics: transport. Last updated: 2014-03-25.
River Boat Timetables,298y1,This package includes information for all major Thames river boat routes. Please note that this data is no longer maintained on the Datastore and is only...,This package includes information for all major Thames river boat routes. Please note that this data is no longer maintained on the Datastore and is only available via the TfL syndication website.,Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/298y1,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"boat, timetable, crossing, river, transport",snowflake,Medium,Topics: transport. Last updated: 2014-03-25.
TfL Live Bus Arrivals API,2k81x,"TfL Live bus arrivals (released in October 2011), is the largest real-time bus arrival information system in the world. It allows customers to view live...","TfL Live bus arrivals (released in October 2011), is the largest real-time bus arrival information system in the world. It allows customers to view live arrival information for the 19,000 bus stops in London via web, mobile web and SMS. This API gives registered developers access to a scalable feed of the same real-time data used by the online Live bus arrival service . Note: Using unsupported channels to source the data severely affects TFL's ability to support customers using the website during peak hours. It also contravenes the terms of use . TFL are unable to endorse or promote individual apps based on the feed, as part of this process. To register for the API, and for the terms and conditions, visit the TfL Developers’ Area. Some ideas Apps developers can add this data to their trave",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/2k81x,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"transport, buses, api, travel",snowflake,Medium,Topics: transport. Last updated: 2014-02-17.
Bus Use and Supply Data 1999-2022,e5mwg,Data and technical analysis for London Assembly Transport Committee report on bus services in London (October 2013). The technical analysis published in...,Data and technical analysis for London Assembly Transport Committee report on bus services in London (October 2013). The technical analysis published in support of the Transport Committee's report on bus services in London includes: the number of bus passenger journeys in London compared to rest of England for 2004/5-2012/13; annual actual and forecast bus passenger journeys and bus kilometres operated for 1999-2022; number of annual bus passenger journeys for each London bus route from 1999/00 to 2012-13; population growth and estimated changes in bus demand; annual bus passenger journeys and bus subsidy levels for 2007/08-2012/13; gross expenditure and passenger kilometeres operated per public transport mode; and use of concessionary fare by type on London Underground and bus service.,Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/e5mwg,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,1999-01 to 2022-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"bus-services, forecasting, population, passenger-journeys, bus, buses, travel, demand",snowflake,Medium,Topics: transport. Last updated: 2013-11-04.
Raising Children in London polling,e1rkk,"Polling conducted in October 2025 on behalf of the London Assembly, with findings from polling Londoners on how they feel about raising children in London.","Polling conducted in October 2025 on behalf of the London Assembly, with findings from polling Londoners on how they feel about raising children in London.",Demographics,GLA Opinion Research,https://data.london.gov.uk/dataset/e1rkk,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,2025-10 to 2025-10,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,children,snowflake,Medium,Topics: young-people. Last updated: 2025-12-12.
Free School Meals (FSM) Universal Registration Pupil Premium Impact Data Snapshot,29y91,"City Intelligence Unit analysis of pupil premium income from FSM universal registration approaches: Snapshot from 17 London boroughs, 2023/24 - 2024/25...","City Intelligence Unit analysis of pupil premium income from FSM universal registration approaches: Snapshot from 17 London boroughs, 2023/24 - 2024/25 Since launching Universal Free School Meals (UFSM) in 2023, the Mayor has made significant investments in supporting London boroughs to implement free school meal universal registration approaches . These approaches identify pupils eligible for Government funded free school meals (FSM) and maximise pupil premium funding for schools. The GLA have used data sources available to build a picture of potential gains in pupil premium funding across a snapshot of 17 London boroughs as a result of FSM universal registration. This note summarises the multiple strands of work which have each reported additional FSM eligible pupils and pupil premium in",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/29y91,UNKNOWN,One off,PDF,UNKNOWN,2023-09 to 2025-07,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: young-people. Last updated: 2025-11-21.
London Schools Atlas,29j4y,"The London Schools Atlas is an innovative interactive online map of London providing a uniquely detailed and comprehensive picture of London schools,...","The London Schools Atlas is an innovative interactive online map of London providing a uniquely detailed and comprehensive picture of London schools, current patterns of attendance and potential future demand for school places across the capital. The Atlas is part of the Mayor's programme of initiatives aimed at driving up standards in education and ensuring there are enough good places for all children in the city. Covering primary and secondary provision, including academies and free schools, the London Schools Atlas for the first time uses data to illustrate current patterns of demand for school places at a pan-London level, rather than within boroughs alone. You can use the atlas at the link below: London Schools Atlas - homepage Download the Data: The files below contain the home loca",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/29j4y,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,One off,"CSV, HTML, SPREADSHEET, ZIP",UNKNOWN,2014-10 to 2014-10,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"pupils, projections, schools",snowflake,Medium,Topics: young-people. Last updated: 2024-05-02.
FCA Financial Instruments Reference Data (FIRDS),fca-firds,"Reference data for all financial instruments traded on UK venues, including ISINs, LEI codes and instrument classifications.","FIRDS contains instrument reference data for all traded instruments on UK trading venues. Covers ISIN codes, LEI codes, instrument names, trading venue identifiers, and MiFID II classification data. Full and delta files published daily by 9am UTC. Essential for trade reporting, compliance, and market surveillance. ~5 million instrument records.",Financial Regulation,Financial Conduct Authority,https://data.fca.org.uk/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Daily,"XML, JSON",~5 million instruments,Current; daily deltas,United Kingdom,Free bulk download,isin|string|International Securities Identification Number;instrument_full_name|string|Full name of instrument;trading_venue_id|string|MIC code of trading venue;cfi_code|string|Classification of Financial Instruments;lei|string|Legal Entity Identifier of issuer,GB00B16GWD56|Barclays PLC Ordinary Shares|XLON|ESVUFR|2138003WJCQKSNBJ13,"fca,financial instruments,isin,lei,mifid,trading,securities,reference data",api,High,Critical for financial data infrastructure. Full file plus daily delta files available.
FCA Mortgage Lending Statistics,fca-mortgage-lending-statistics,"Quarterly residential mortgage lending data including advances, loan-to-value ratios and borrower risk profiles.","Published quarterly by the FCA, this dataset covers residential mortgage advances, outstanding balances, borrower income multiples, loan-to-value bands, repayment types and arrears. Covers all FCA-regulated mortgage lenders. Used by property analysts, economists and policymakers. Data from Q1 2007 to present.",Financial Regulation,Financial Conduct Authority,https://www.fca.org.uk/data/mortgage-lending-statistics,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"Excel, CSV",Quarterly aggregate tables,Q1 2007 to present,United Kingdom,Free download,quarter|date|Reporting quarter;gross_advances_count|integer|Number of new mortgage advances;gross_advances_value_gbp|float|Value of new advances in GBP;ltv_band|string|Loan-to-value band;borrower_type|string|First-time buyer/home mover/remortgage,2024-Q4|123456|£34.2bn|75-80%|First-time buyer,"mortgages,lending,housing,fca,loan-to-value,property,finance,interest rates",snowflake,High,Strong signal for London housing market analysis. Borough-level breakdowns not available but UK regional data included.
Ofcom Connected Nations Report Data,ofcom-connected-nations,UK broadband and mobile network coverage maps with speeds and availability by geography.,"Annual and interim Connected Nations reports provide detailed broadband and mobile network coverage data for the UK. Includes fixed broadband availability by technology (FTTP, DOCSIS, ADSL), average download/upload speeds, 4G and 5G outdoor coverage by operator. Data at postcode level in shapefiles. Used by ISPs, local authorities and Ofcom for coverage gap analysis.",Other,Ofcom,https://www.ofcom.org.uk/phones-and-broadband/coverage-and-speeds/connected-nations,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"Shapefiles, GeoJSON, CSV",~1.7 million postcodes,2012 to present,United Kingdom,Free download,postcode|string|Unit postcode;fttp_availability|boolean|Full fibre to premises available;avg_download_speed_mbps|float|Average download speed;4g_coverage|boolean|4G outdoor coverage;5g_coverage|boolean|5G outdoor coverage,EC1A 1BB|True|500.2|True|True,"broadband,telecoms,mobile,coverage,5g,4g,fibre,ofcom,connectivity,digital infrastructure",snowflake,High,Postcode-level data. Strong use case for digital infrastructure analysis across London boroughs.
Ofcom Telecoms and Pay-TV Complaints,ofcom-telecoms-complaints,"Quarterly complaints data against major UK telecoms and pay-TV providers per 100,000 subscribers.","Ofcom publishes quarterly complaints data showing complaint volumes per 100,000 customers for the largest telecoms and pay-TV providers, covering broadband, landline, mobile and pay-TV services. Allows comparison of provider performance. Data published since May 2015.",Other,Ofcom,https://www.ofcom.org.uk/research-and-data/telecoms-research/complaints-data,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,CSV,Quarterly summary tables,May 2015 to present,United Kingdom,Free download,"quarter|date|Reporting quarter;provider|string|Telecoms provider name;service_type|string|Broadband/Landline/Mobile/Pay-TV;complaints_per_100k|float|Complaints per 100,000 customers",2024-Q4|BT|Broadband|18,"ofcom,telecoms,complaints,broadband,mobile,consumer,pay-tv,service quality",snowflake,Medium,
Ofcom UK Spectrum Awards,ofcom-spectrum-awards,Complete spectrum allocation data showing who holds licences across the UK's radio frequency spectrum.,"Dataset of all spectrum awards and licences across the UK radio frequency spectrum from 8.3kHz to 275GHz. Powers the Ofcom Interactive Spectrum Map. Contains licence holder, frequency band, geographic area and award date. Useful for telecoms infrastructure planning and spectrum analysis.",Other,Ofcom,https://www.data.gov.uk/dataset/a9ce41ce-d712-4208-a341-c97234eb4509/spectrum-awards,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Irregular,"JSON, XML",Thousands of licence records,Historical to present,United Kingdom,Free download,licence_id|string|Ofcom licence identifier;licence_holder|string|Name of licence holder;frequency_from_mhz|float|Lower frequency bound;frequency_to_mhz|float|Upper frequency bound;geographic_area|string|Coverage area,1234567|EE Limited|700.0|800.0|National,"spectrum,radio,telecoms,ofcom,frequency,5g,4g,wireless,infrastructure",snowflake,Low,
ORR Passenger Rail Performance Statistics,orr-passenger-rail-performance,"Quarterly punctuality, reliability and delay statistics for mainline passenger train operators in Great Britain.","The ORR Data Portal publishes quarterly and 4-weekly rail performance statistics covering percentage of trains on time, cancellations, and delay minutes by cause. Data available by operator, line, and individual station. Covers all mainline passenger franchises. Used by rail operators, DfT and passengers to assess service quality.",Transportation,Office of Rail and Road,https://dataportal.orr.gov.uk/statistics/performance/passenger-rail-performance/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"JSON, XLSX, CSV",Quarterly by operator and route,2003 to present,Great Britain,Free download via data portal,period|date|Reporting period;operator|string|Train operating company;punctuality_pct|float|% trains on time;cancellations_pct|float|% trains cancelled;delay_minutes|integer|Total delay minutes attributed,2024-Q4|Elizabeth line|94.2|1.1|45230,"rail,trains,punctuality,delay,toc,orr,transport,performance,elizabeth line",snowflake,High,"Includes Elizabeth line, Overground, Thameslink — key for London transport analysis."
ORR Estimates of Station Usage,orr-station-usage,Annual passenger journey estimates for every railway station in Great Britain.,"Annual estimates of the number of passengers entering and exiting at every station on the national rail network in Great Britain. Based on ticket sales and survey data. Covers approximately 2,600 stations including all London terminals and commuter stations. Data published by ORR from ticket machine and barrier counts.",Transportation,Office of Rail and Road,https://dataportal.orr.gov.uk/statistics/usage/estimates-of-station-usage,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"XLSX, CSV","~2,600 stations",2004-05 to present,Great Britain,Free download,station_name|string|Name of railway station;station_code|string|3-letter CRS code;entries|integer|Passenger entries per year;exits|integer|Passenger exits per year;interchange|integer|Interchange journeys,London Waterloo|WAT|94000000|93500000|2100000,"rail,stations,passengers,footfall,orr,transport,commuting,london terminals",snowflake,High,
CQC Care Directory with Ratings,cqc-care-directory-ratings,Monthly download of all CQC-regulated care services in England with their latest inspection ratings.,"Complete directory of all health and social care services registered with the Care Quality Commission in England. Includes hospitals, care homes, GP practices, dental practices, home care agencies, hospices and more. Each record contains the latest CQC rating across five domains (Safe, Effective, Caring, Responsive, Well-led), location address, provider details and regulated activities. ~60,000 active locations.",Health,Care Quality Commission,https://www.cqc.org.uk/about-us/transparency/using-cqc-data,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,"Excel, CSV","~60,000 registered locations",Current register with inspection history,England,Free bulk download,location_id|string|CQC location ID;location_name|string|Service name;postcode|string|Location postcode;location_type|string|Care home/Hospital/GP etc;overall_rating|string|Outstanding/Good/Requires Improvement/Inadequate,1-123456789|St Mary's Nursing Home|SW1A 1AA|Care home|Good,"cqc,care homes,hospitals,gp,health,social care,ratings,inspection,nursing,london",snowflake,High,Filter by postcode for London coverage. API also available — daily updates.
CQC Care Provider API,cqc-care-provider-api,REST API providing daily-updated data on all CQC-registered care providers and locations in England.,"Programmatic access to the full CQC care services database via REST API. Endpoints for providers, locations, inspection reports and ratings. Updated daily, same frequency as the CQC website. Returns JSON with full provider and location metadata including contact details, regulated activities, registered managers and inspection history.",Health,Care Quality Commission,https://api-portal.service.cqc.org.uk/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Daily,JSON REST API,"~60,000 locations, ~25,000 providers",Current data,England,Free API — registration required,locationId|string|Unique location identifier;locationName|string|Service name;postalCode|string|Postcode;overallRating|string|Latest overall rating;lastInspectionDate|date|Date of most recent inspection,1-123456789|Care Home Name|EC1A 1BB|Good|2024-09-15,"cqc,api,care,health,social care,inspection,ratings,london,rest api",api,High,
Ofsted Five-Year Inspection Data,ofsted-five-year-inspection-data,"Five-year rolling dataset of Ofsted inspection outcomes for schools, early years, FE and children's social care.","Official Ofsted statistics covering inspection outcomes over a rolling five-year period for all regulated providers: state-funded schools, independent schools, early years providers, further education colleges, children's social care and initial teacher education providers. Provider-level and inspection-level files. Includes Ofsted reference number, provider name, address, type, and outcome grades.",Education,Office for Standards in Education (Ofsted),https://www.gov.uk/government/publications/five-year-ofsted-inspection-data,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,"Excel, ODS","~90,000 providers",Rolling 5-year window,England,Free download,urn|string|Unique Reference Number;establishment_name|string|School or provider name;postcode|string|Location postcode;phase_of_education|string|Primary/Secondary/All-through;overall_effectiveness|integer|1=Outstanding to 4=Inadequate,100000|Acme Primary School|E1 1AA|Primary|2,"ofsted,schools,education,inspection,ratings,primary,secondary,early years,fe,london",snowflake,High,
Environment Agency Flood Map for Planning,ea-flood-map-planning,"Flood risk zone shapefiles for England showing areas at risk from rivers, sea and surface water flooding.","The EA Flood Map for Planning provides the definitive spatial dataset of flood risk zones used in planning decisions across England. Zones 1 (low risk), 2 (medium risk), 3a (high risk) and 3b (functional floodplain) based on modelled flood extents. Updated as new modelling is completed. The National Flood Risk Assessment 2 (NaFRA2) major update was released December 2024.",Environment,Environment Agency,https://flood-map-for-planning.service.gov.uk/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Irregular,"Shapefile, WMS, WFS",National spatial coverage,Current modelled extents (major update Dec 2024),England,Free download and WMS/WFS API,zone|string|Flood risk zone (1/2/3a/3b);area_sqm|float|Area of polygon in sq metres;waterbody|string|Associated waterbody name;model_date|date|Date of flood model used,3a|15000|River Thames|2023-06-01,"flood risk,environment agency,planning,spatial,gis,climate,insurance,development,london",snowflake,High,"Critical for property, insurance and planning use cases. High commercial value."
HSE Register of Enforcement Notices,hse-enforcement-notices,Rolling 5-year register of improvement and prohibition notices issued by HSE to UK workplaces.,"The HSE Public Register of Enforcement Notices contains all active enforcement notices (improvement notices, prohibition notices and deferred prohibition notices) issued under health and safety legislation. Rolling 5-year window with ~9-week delay for appeals. Searchable online and exportable. Includes notified entity name, address, inspector ID, legislation cited and notice date.",Legal,Health and Safety Executive,https://resources.hse.gov.uk/notices/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Continuous,"Web search, CSV export",Thousands of active notices,Rolling 5-year window,Great Britain,Free web search and CSV export,notice_number|string|Unique notice reference;recipient_name|string|Name of notified employer;recipient_address|string|Business address;notice_type|string|Improvement/Prohibition;legislation|string|Act/regulation cited,1234567|Acme Construction Ltd|10 Industrial Road London E1 2AB|Prohibition|Health and Safety at Work Act 1974 s21,"hse,enforcement,health and safety,workplace,notices,prohibition,compliance,businesses",snowflake,Medium,
ONS Labour Market Statistics Time Series,ons-labour-market-statistics,"Monthly UK employment, unemployment, earnings and vacancy statistics including regional breakdowns.","The ONS Labour Market Statistics time series (dataset UNEM01) covers employment rates, unemployment rates, average weekly earnings, claimant count and vacancies for the UK and English regions including London. Monthly release with data back to the 1970s for some series. London-specific labour market indicators available. Published on the 3rd Tuesday of each month.",Demographics,Office for National Statistics,https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/datasets/labourmarketstatistics/current,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,"CSV, XLSX",Hundreds of time series,1971 to present (varies by series),United Kingdom; English regions including London,Free download,cdid|string|Series identifier;title|string|Series description;date|date|Observation date;value|float|Statistical value;unit|string|Unit of measurement,MGSX|Employment rate aged 16-64|2024-12|75.1|%,"employment,unemployment,earnings,vacancies,labour market,ons,london,economy",snowflake,High,
ONS Consumer Price Inflation Time Series (MM23),ons-cpi-mm23,"Monthly CPI, CPIH and RPI inflation indices and component series for the UK.","The ONS MM23 dataset contains all CPI, CPIH and RPI series including headline rates, component indices and special aggregates. Over 1,000 individual series. Includes housing costs (owner-occupier costs in CPIH), London cost of living indicators and detailed category breakdowns. Published monthly with a full history back to 1988 (CPI) and 1947 (RPI).",Demographics,Office for National Statistics,https://www.ons.gov.uk/economy/inflationandpriceindices/datasets/consumerpriceindices/current,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,"CSV (23MB), XLSX (20MB)","1,000+ time series",1947 to present (RPI); 1988 (CPI),United Kingdom,Free download,cdid|string|Series code;description|string|Series title;date|date|Month/quarter;value|float|Index value or rate,D7BT|CPI INDEX 00: ALL ITEMS 2015=100|2024-12|133.6,"inflation,cpi,rpi,prices,cost of living,ons,economy,housing costs,basket",snowflake,High,
